Smiles,pChEMBL Value,Assay ChEMBL ID
COC1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)CC1NC(=O)c1ccc(Cl)s1,8.94,CHEMBL3885775
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3F)C(=O)O)C2=O)s1,7.66,CHEMBL3887092
CCOC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.68,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC3)s2)C1=O,5.71,CHEMBL3887092
CN(C)c1ccc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3Cl)C(=O)O)C2=O)cn1,7.8,CHEMBL3887092
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,9.01,CHEMBL3885768
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,9.03,CHEMBL3885772
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,8.92,CHEMBL3885774
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,8.92,CHEMBL3885775
COc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CC[C@@H](F)C3)s2)C1=O,8.1,CHEMBL3887092
N=C(N)c1cccc(Oc2cc([N+](=O)[O-])ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.32,CHEMBL885070
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1)N1CCC1,7.62,CHEMBL659609
N=C(N)c1cccc(Oc2cc(N)ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,7.72,CHEMBL885070
N=C(N)c1cccc(OCC(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c2ccccc2)c1,8.47,CHEMBL885070
N=C(N)c1cccc(Oc2ccc(Br)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.36,CHEMBL885070
CN(CCOc1cccc(C(=N)N)c1)C(=O)c1ccc(-c2ccccc2S(N)(=O)=O)cc1,7.62,CHEMBL885070
N=C(N)c1cccc(Oc2ccccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.14,CHEMBL885070
N=C(N)c1cccc(OCC(Cc2ccccc2)NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.25,CHEMBL885070
N=C(N)c1cccc(OCCNC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.12,CHEMBL885070
Nc1nccc2ccc(Oc3ccc(F)cc3NC(=O)c3ccc(-c4ccccc4S(N)(=O)=O)cc3)cc12,5.88,CHEMBL885070
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.13,CHEMBL3885768
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.13,CHEMBL3885772
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.13,CHEMBL3885774
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.04,CHEMBL3885775
CCN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1,7.44,CHEMBL659609
N=C(N)c1cccc(OCCN2Cc3cc(-c4ccccc4S(N)(=O)=O)ccc3C2=O)c1,8.44,CHEMBL885070
N=C(N)c1cccc(Oc2cc(Br)ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.92,CHEMBL885070
N=C(N)c1cccc(Oc2cc(Cl)ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.82,CHEMBL885070
COc1ccc(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,8.8,CHEMBL885070
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2CC(=O)N2CCOCC2)cc1,7.96,CHEMBL659609
Cc1ccc(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,8.0,CHEMBL885070
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1)N1CCCC1,6.41,CHEMBL659609
CC(COc1ccc2ccnc(N)c2c1)N1Cc2cc(-c3ccccc3S(N)(=O)=O)ccc2C1=O,7.6,CHEMBL885070
CN(C)c1ccc(Oc2cccc(C(=N)N)c2)c(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.0,CHEMBL885070
N=C(N)c1cccc(Oc2ccc(C(F)(F)F)cc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.6,CHEMBL885070
N=C(N)c1cccc(Oc2ccc(N)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,7.92,CHEMBL885070
N=C(N)c1cccc(Oc2ccc(Br)cc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.8,CHEMBL885070
CS(=O)(=O)c1ccc(Oc2ccc3ccnc(N)c3c2)c(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,5.22,CHEMBL885070
CC(=O)Nc1ccc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,7.21,CHEMBL885070
CS(=O)(=O)Nc1ccc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,7.51,CHEMBL885070
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,9.07,CHEMBL3885768
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,9.17,CHEMBL3885772
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,9.03,CHEMBL3885774
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,9.13,CHEMBL3885775
Nc1nccc2ccc(OCCN3Cc4cc(-c5ccccc5S(N)(=O)=O)ccc4C3=O)cc12,7.66,CHEMBL885070
CS(=O)(=O)Nc1ccc(Oc2cccc(C(=N)N)c2)c(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.27,CHEMBL885070
N=C(N)c1cccc(OCCN(CC(=O)O)C(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,7.47,CHEMBL885070
CC(COc1cccc(C(=N)N)c1)NC(=O)c1ccc(-c2ccccc2S(N)(=O)=O)cc1,7.8,CHEMBL885070
Nc1nccc2ccc(Oc3ccc(C(F)(F)F)cc3NC(=O)c3ccc(-c4ccccc4S(N)(=O)=O)cc3)cc12,5.74,CHEMBL885070
N=C(N)c1cccc(OCCN(Cc2cccnc2)C(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,7.96,CHEMBL885070
N=C(N)c1cccc(Oc2cc(Cl)ccc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.8,CHEMBL885070
Cc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c2ccc(C(=N)N(C)C)cc2)nc1,8.96,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)nc2)cc1,8.52,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)cc1,9.15,CHEMBL968695
COc1cc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)ccc1C(=N)N(C)C,8.15,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCC2)c1,8.7,CHEMBL968695
C#Cc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c2ccc(C(=N)N(C)C)cc2)cc1,9.05,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)s2)cc1,8.22,CHEMBL968695
N=C(N)c1cccc(Oc2ccc(F)cc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.35,CHEMBL885070
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1F,8.96,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,8.52,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2c(Cl)cccc2C(=O)Nc2ccc(Cl)cn2)cc1,7.68,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCOCC2)c1,9.15,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCCC2)c1,9.0,CHEMBL968695
CCSc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,8.89,CHEMBL968695
N=C(N)c1cccc(Oc2cc(O)ccc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.41,CHEMBL885070
Nc1nccc2ccc(Oc3ccccc3NC(=O)c3ccc(-c4ccccc4S(N)(=O)=O)cc3)cc12,6.19,CHEMBL885070
COC(=O)CN(CCOc1cccc(C(=N)N)c1)C(=O)c1ccc(-c2ccccc2S(N)(=O)=O)cc1,7.89,CHEMBL885070
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(S(C)(=O)=O)cc2C(=O)Nc2ccc(Cl)cn2)cc1,8.82,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccsc2C(=O)Nc2ccc(Cl)cn2)cc1,8.7,CHEMBL968695
CCOc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(C(=N)N(C)C)cc1,9.22,CHEMBL968695
COc1cc(C(=N)N(C)C)ccc1C(=O)Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1,9.3,CHEMBL968695
COCCOc1cc(C(=N)N(C)C)ccc1C(=O)Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1,8.92,CHEMBL968695
CCN(C)c1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(C(=N)N(C)C)cc1,9.3,CHEMBL968695
COCCN(C)c1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(C(=N)N(C)C)cc1,8.92,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(F)cn2)cc1,8.52,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2c(C(=O)Nc3ccc(Cl)cn3)cc(Cl)cc2N2CCCCC2)cc1,9.05,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N(C)C)c1,8.52,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2cc(Cl)ccc2C(=O)Nc2ccc(Cl)cn2)cc1,8.7,CHEMBL968695
N=C(c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCCC1,8.7,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCC2)c1,9.4,CHEMBL968695
N=C(c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCCCC1,8.89,CHEMBL968695
CN1CCN=C1c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,8.82,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(OC(F)(F)F)cc2C(=O)Nc2ccc(Cl)cn2)cc1,7.77,CHEMBL968695
CN(C)C(=N)c1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1,9.0,CHEMBL968695
CCN1CCN=C1c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,8.22,CHEMBL968695
Cc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,9.15,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(OCC(F)(F)F)cc2C(=O)Nc2ccc(Cl)cn2)cc1,8.0,CHEMBL968695
CC(C)Oc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(C(=N)N(C)C)cc1,9.3,CHEMBL968695
CCc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,9.0,CHEMBL968695
CN(C)c1ccc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,7.8,CHEMBL885070
COC(=O)c1ccc(Oc2cccc(C(=N)N)c2)c(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.6,CHEMBL885070
CNc1ccc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,7.92,CHEMBL885070
CS(=O)(=O)c1ccc(Oc2cccc(C(=N)N)c2)c(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.74,CHEMBL885070
N=C(N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,8.81,CHEMBL3885768
N=C(N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,8.79,CHEMBL3885772
N=C(N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,8.74,CHEMBL3885774
N=C(N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,8.77,CHEMBL3885775
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(F)cc2C(=O)Nc2ccc(Cl)cn2)cc1,8.85,CHEMBL968695
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,8.82,CHEMBL968695
C#Cc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c2ccc(C(=N)N(C)C)cc2)nc1,9.1,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2c(C(=O)Nc3ccc(Cl)cn3)cc(Cl)cc2N(C)C)cc1,9.3,CHEMBL968695
N=C(c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCOCC1,8.7,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cn1,8.52,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2c(C(=O)Nc3ccc(Cl)cn3)cc(Cl)cc2N2CCOCC2)cc1,8.89,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2C(=O)Nc2ccc(Cl)cn2)cc1,8.89,CHEMBL968695
COCCN(C)c1cc(C(=N)N(C)C)ccc1C(=O)Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1,9.3,CHEMBL968695
COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(C(=N)N(C)C)cc1,9.22,CHEMBL968695
CCN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,9.05,CHEMBL968695
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2F)c(C(=O)Nc2ccc(Cl)cn2)c1,9.15,CHEMBL968695
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(C#N)cc2C(=O)Nc2ccc(Cl)cn2)cc1,8.92,CHEMBL968695
N=C(c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCC1,8.92,CHEMBL968695
O=C(CN1C[C@H](F)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.11,CHEMBL3885768
O=C(CN1C[C@H](F)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.14,CHEMBL3885772
O=C(CN1C[C@H](F)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.02,CHEMBL3885774
O=C(CN1C[C@H](F)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.09,CHEMBL3885775
O=C(CN1CC[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.78,CHEMBL3885768
O=C(CN1CC[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.73,CHEMBL3885772
O=C(CN1CC[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.69,CHEMBL3885774
O=C(CN1CC[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.76,CHEMBL3885775
O=C(Cn1cnc(NC(=O)c2ccc(Cl)s2)n1)Nc1ccc(-n2ccccc2=O)cc1F,8.84,CHEMBL3885768
O=C(Cn1cnc(NC(=O)c2ccc(Cl)s2)n1)Nc1ccc(-n2ccccc2=O)cc1F,8.89,CHEMBL3885772
O=C(Cn1cnc(NC(=O)c2ccc(Cl)s2)n1)Nc1ccc(-n2ccccc2=O)cc1F,8.76,CHEMBL3885774
O=C(Cn1cnc(NC(=O)c2ccc(Cl)s2)n1)Nc1ccc(-n2ccccc2=O)cc1F,8.76,CHEMBL3885775
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2C(=O)O)cc1,7.92,CHEMBL659609
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2CC(=O)N2CCCC2)cc1,8.15,CHEMBL659609
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1)N1CCOCC1,6.19,CHEMBL659609
N=C(c1ccc(CN2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2=O)cc1)N1CCC1,8.1,CHEMBL659609
N=C(N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,7.19,CHEMBL659609
CCN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,7.17,CHEMBL659609
COC(=O)C1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CCN1C(=O)c1ccc(C2=NCCN2C)cc1,7.57,CHEMBL659609
COC(=O)CC1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1C(=O)c1ccc(C2=NCCN2C)cc1,7.89,CHEMBL659609
N=C(c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1)N1CCCC1,6.85,CHEMBL659609
CN(C)C(=N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1,7.57,CHEMBL659609
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCC2)cc1,8.0,CHEMBL659609
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2CC(=O)N2CCN(c3ccncc3)CC2)cc1,8.1,CHEMBL659609
CN1CCCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,6.37,CHEMBL659609
C#CCN(C)C(=O)CC1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CCN1C(=O)c1ccc(C2=NCCN2C)cc1,7.85,CHEMBL659609
COC(=O)C1CCN(C(=O)CC2CN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CCN2C(=O)c2ccc(C3=NCCN3C)cc2)CC1,8.1,CHEMBL659609
O=C(c1ccc(C2=NCCCN2)cc1)N1CCN(S(=O)(=O)c2ccc3cc(Br)ccc3c2)CC1,5.89,CHEMBL659609
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1)N1CCC1,7.6,CHEMBL659609
COC(=O)CC1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CCN1C(=O)c1ccc(C2=NCCN2C)cc1,8.52,CHEMBL659609
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCOCC2)cc1,7.82,CHEMBL659609
CCN(C)C(=N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1,7.05,CHEMBL659609
CN(C)C(=N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,7.52,CHEMBL659609
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCCCC2)cc1,8.22,CHEMBL659609
O=C(c1ccc(C2=NCCN2)cc1)N1CCN(S(=O)(=O)c2ccc3cc(Br)ccc3c2)CC1,6.28,CHEMBL659609
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1)N1CCCCC1,6.92,CHEMBL659609
C/N=C(\N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,6.64,CHEMBL659609
CCN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1,7.92,CHEMBL659609
CN(C)C(=N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,6.64,CHEMBL659609
CCN(C)C(=N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1,7.57,CHEMBL659609
CN(C)C(=O)CC1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CCN1C(=O)c1ccc(C2=NCCN2C)cc1,8.0,CHEMBL659609
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1)N1CCCC1,7.16,CHEMBL659609
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,7.51,CHEMBL659609
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2CC(=O)N2CCC2)cc1,8.3,CHEMBL659609
Cc1cc(C)cc(CNC(=O)c2cc3c(C)cccc3n2Cc2cccc(C(=N)N)c2)c1,7.14,CHEMBL3885768
Cc1cc(C)cc(CNC(=O)c2cc3c(C)cccc3n2Cc2cccc(C(=N)N)c2)c1,7.17,CHEMBL3885772
Cc1cc(C)cc(CNC(=O)c2cc3c(C)cccc3n2Cc2cccc(C(=N)N)c2)c1,7.17,CHEMBL3885774
Cc1cc(C)cc(CNC(=O)c2cc3c(C)cccc3n2Cc2cccc(C(=N)N)c2)c1,7.19,CHEMBL3885775
